03/06/21,10:32:13,bicho3,54.50,20.60,-1,
03/06/21,10:47:24,bicho3,55.40,20.40,-1,
03/06/21,11:02:34,bicho3,48.40,21.60,-1,
03/06/21,11:36:42,bicho3,55.40,21.50,-1,
03/06/21,11:51:53,bicho3,54.70,21.50,-1,
03/06/21,12:07:03,bicho3,47.80,21.70,-1,
03/06/21,12:22:14,bicho3,46.60,22.10,-1,
03/06/21,12:37:24,bicho3,46.10,22.20,-1,
03/06/21,12:52:34,bicho3,45.60,22.50,-1,
03/06/21,13:07:45,bicho3,44.80,22.60,-1,
03/08/21,06:28:36,bicho3,63.30,16.10,-1,
03/08/21,06:29:54,bicho3,62.90,15.70,-1,
03/08/21,06:45:05,bicho3,64.60,15.80,-1,
03/08/21,07:00:15,bicho3,55.20,18.40,-1,
03/08/21,07:15:25,bicho3,52.40,19.30,-1,
03/08/21,07:30:36,bicho3,51.80,19.60,-1,
03/08/21,07:45:46,bicho3,51.20,19.70,-1,
03/08/21,08:00:57,bicho3,50.90,19.80,-1,
03/08/21,08:16:07,bicho3,50.80,19.90,-1,
03/08/21,08:31:18,bicho3,50.70,20.10,-1,
03/08/21,08:46:28,bicho3,50.50,20.40,-1,
03/08/21,09:01:38,bicho3,50.10,20.50,-1,
03/08/21,09:16:49,bicho3,49.50,20.60,-1,
03/08/21,09:31:59,bicho3,48.70,20.70,-1,
03/08/21,09:47:10,bicho3,48.00,20.90,-1,
03/08/21,10:02:20,bicho3,41.80,20.50,-1,
03/08/21,10:17:31,bicho3,41.30,20.70,-1,
03/08/21,10:32:41,bicho3,40.10,20.70,-1,
03/08/21,10:47:51,bicho3,40.00,21.10,-1,
03/08/21,11:03:02,bicho3,42.10,21.40,-1,
03/08/21,11:18:12,bicho3,42.70,21.50,-1,
03/08/21,11:33:23,bicho3,43.00,21.70,-1,
03/08/21,11:48:33,bicho3,36.50,21.60,-1,
03/08/21,12:03:43,bicho3,38.50,21.70,-1,
03/08/21,12:18:54,bicho3,41.30,22.00,-1,
03/08/21,12:34:04,bicho3,42.80,22.20,-1,
03/08/21,12:49:15,bicho3,39.70,22.10,-1,
03/08/21,13:04:25,bicho3,40.90,22.20,-1,
03/08/21,13:19:36,bicho3,41.30,22.30,-1,
03/08/21,13:34:46,bicho3,39.40,22.30,-1,
03/08/21,15:08:09,bicho3,41.20,19.00,-1,
03/08/21,15:23:20,bicho3,42.50,18.90,-1,
03/08/21,15:38:30,bicho3,39.30,21.40,-1,
03/08/21,15:53:41,bicho3,36.80,22.30,-1,
03/08/21,16:08:54,bicho3,37.70,22.50,-1,
03/08/21,16:24:04,bicho3,38.00,22.60,-1,
03/08/21,16:39:15,bicho3,34.80,22.60,-1,
03/08/21,16:54:25,bicho3,36.30,22.70,-1,
03/08/21,17:09:36,bicho3,33.70,22.50,-1,
03/08/21,17:24:48,bicho3,34.30,22.60,-1,
03/08/21,17:39:58,bicho3,36.10,22.60,-1,
03/09/21,06:33:18,bicho3,54.70,15.80,-1,
03/09/21,06:48:34,bicho3,55.70,15.60,-1,
03/09/21,07:03:45,bicho3,49.70,18.20,-1,
03/09/21,07:18:55,bicho3,47.20,19.40,-1,
03/09/21,07:34:06,bicho3,46.20,19.90,-1,
03/09/21,07:49:16,bicho3,45.80,20.20,-1,
03/09/21,08:04:27,bicho3,45.20,20.50,-1,
03/09/21,08:19:37,bicho3,44.50,20.60,-1,
03/09/21,08:34:47,bicho3,44.10,20.90,-1,
03/09/21,08:49:58,bicho3,43.60,21.10,-1,
03/09/21,09:05:08,bicho3,43.10,21.30,-1,
03/09/21,09:20:19,bicho3,42.80,21.50,-1,
03/09/21,09:35:41,bicho3,42.60,21.80,-1,
03/09/21,09:50:57,bicho3,42.20,21.90,-1,
03/09/21,10:06:09,bicho3,41.80,22.10,-1,
03/09/21,10:21:19,bicho3,41.60,22.30,-1,
03/09/21,10:36:29,bicho3,41.30,22.50,-1,
03/09/21,10:51:40,bicho3,41.10,22.70,-1,
03/09/21,11:06:50,bicho3,40.80,23.00,-1,
03/09/21,11:22:01,bicho3,40.60,23.10,-1,
03/09/21,11:37:11,bicho3,40.00,23.30,-1,
03/09/21,11:52:21,bicho3,39.60,23.40,-1,
03/09/21,12:07:59,bicho3,39.30,23.50,-1,
03/09/21,12:23:13,bicho3,39.50,23.40,-1,
03/09/21,12:38:23,bicho3,39.90,23.30,-1,
03/09/21,12:53:34,bicho3,40.20,23.30,-1,
03/09/21,13:08:44,bicho3,40.20,23.40,-1,
03/09/21,13:23:54,bicho3,40.30,23.40,-1,
03/09/21,13:39:05,bicho3,40.40,23.40,-1,
03/09/21,13:54:15,bicho3,40.70,23.30,-1,
03/09/21,14:09:26,bicho3,40.80,23.40,-1,
03/09/21,14:24:36,bicho3,40.80,23.40,-1,
03/09/21,14:39:47,bicho3,40.80,23.30,-1,
03/09/21,14:54:57,bicho3,41.00,23.30,-1,
03/09/21,15:10:07,bicho3,41.00,23.30,-1,
03/09/21,15:25:18,bicho3,41.00,23.30,-1,
03/09/21,15:40:28,bicho3,41.40,23.30,-1,
03/09/21,15:55:39,bicho3,41.70,23.30,-1,
03/09/21,16:10:49,bicho3,43.30,23.10,-1,
03/09/21,16:25:59,bicho3,42.70,22.90,-1,
03/09/21,16:41:10,bicho3,43.00,22.80,-1,
03/09/21,16:56:20,bicho3,43.00,22.80,-1,
03/09/21,17:11:31,bicho3,44.90,22.60,-1,
03/09/21,17:26:41,bicho3,44.70,22.60,-1,
03/10/21,06:29:14,bicho3,59.00,15.80,-1,
03/10/21,06:44:24,bicho3,60.10,15.70,-1,
03/10/21,06:59:35,bicho3,53.10,18.30,-1,
03/10/21,07:14:45,bicho3,50.20,19.50,-1,
03/10/21,07:29:56,bicho3,49.40,19.90,-1,
03/10/21,07:45:06,bicho3,49.20,20.20,-1,
03/10/21,08:00:17,bicho3,48.70,20.40,-1,
03/10/21,08:15:27,bicho3,48.30,20.60,-1,
